reaction_id,EC Number,BEC-Pred,CLAIRE,SelenzymeRF,SIMMER,Theia,MajorityVote,MajorityVoteCore4
33688,2.3.1.321,2.3.1,2.3.2;3.1.2;2.3.1;3.13.1,2.3.1.71;2.3.1.166;2.3.1.201;2.3.1.-|2.3.1.203;2.3.1.-|2.3.1.202;2.3.1.197;2.3.1.-|2.3.1.210;2.3.1.209;2.3.1.59;2.3.1.53;2.3.1.227;2.3.1.189;2.3.1.236;2.3.1.165;2.3.1.237;2.3.1.157|2.3.1.4,2.3.1,2.3.1;3.1.2;6.2.1;2.3.2;2.3.3,2.3.1,2.3.1
33796,3.2.1.48,,3.2.1;3.1.1;3.1.3;3.3.2,5.4.99.11;2.4.1.7;2.4.1.13;2.4.1.245;3.1.3.24;3.1.3.79;3.2.1.28,3.2.1,3.2.1;2.4.1;5.1.3;5.4.99;4.2.1,3.2.1,2.4.1
34800,2.3.1.223,2.3.1,2.3.1;2.3.2;2.7.8;3.1.2,2.3.1.206;2.3.1.16,2.3.1,2.3.1;2.3.3;4.1.3;5.4.99;5.3.3,2.3.1,2.3.1
35264,3.1.1.118,3.1.1,3.1.1;3.1.2;3.5.2;3.5.5,4.6.1.13;3.1.3.64;3.1.1.32;3.1.1.53,3.1.1,3.1.1;2.7.1;3.2.1;4.2.1;3.1.4,3.1.1,3.1.1
35580,2.3.1.n12,2.4.1,2.4.2;2.4.1;2.7.7;2.7.8,3.2.1.47;2.3.1.103;3.2.1.45;3.2.1.46;2.3.1.72;5.1.3.3;5.4.99.62,2.7.7,2.3.1;2.3.2;5.4.99;2.7.1;2.7.8,2.3.1,2.3.1
35816,2.4.2.54,2.4.2,2.7.7;2.4.1;2.4.2;2.3.1,2.4.2.54;2.4.2.19;2.4.2.12;4.1.1.61;2.5.1.130;2.5.1.3,2.4.2,2.4.2;4.1.1;2.7.7;2.5.1;2.4.1,2.4.2,2.4.2
36080,2.7.8.48,2.7.8,2.8.3;4.1.3;2.7.8;2.7.2,2.7.8.27;3.1.4.12;3.1.4.3;2.3.1.158;2.3.1.20,3.1.4,2.7.8;2.4.1;2.7.1;2.3.1;2.7.11,2.7.8,2.7.8
36228,2.7.8.22,2.7.8,2.7.7;2.4.2;2.4.1;2.7.8,2.7.8.2;2.7.8.1;2.7.8.45;2.7.8.38;3.1.4|3.6.1.53;2.7.8.8;2.7.8.44;2.7.8.39;2.7.8.46;4.6.1.15;2.7.8.32;2.7.8.34;2.4.99.1;2.7.1.11|2.7.1.20|2.7.1.74,2.7.8,2.7.8;2.7.1;4.6.1;3.1.4;2.4.3,2.7.8,2.7.8
36252,6.2.1.34,6.2.1,6.3.1;2.7.7;6.2.1;6.3.2,6.2.1.12;6.2.1.37;6.2.1.27;6.2.1.32;6.2.1.33;6.2.1.2|6.2.1.30;6.2.1.16;6.2.1.36;6.2.1.26,6.2.1,6.2.1;1.2.1;2.3.1;3.1.2;2.7.4,6.2.1,6.2.1
36308,4.1.2.61,4.1.2,4.1.2;4.1.3;3.7.1;4.3.1,2.3.1.95;2.3.1.156|2.3.1.74,2.3.1,4.1.2;2.3.1;2.8.3;4.2.1;4.1.3,2.3.1,2.3.1
38356,4.2.1.175,4.2.1,4.2.1;4.1.99;1.2.3;3.7.1,2.3.1.146;5.1.99.4;2.8.3.8;4.2.1.17,4.2.1,4.2.1;2.8.3;4.1.2;2.3.1;1.3.1,4.2.1,4.2.1
38460,2.3.1.278,2.3.1,2.3.1;2.7.8;2.3.2;2.7.7,2.3.1.265;2.3.1.79;2.3.1.93;2.3.1.166;2.3.1.172;2.3.1.-|2.3.1.214;2.3.1.18;2.3.1.205;2.3.1.99;2.3.1.94;2.3.1.20,2.3.1,2.3.1;3.1.2;6.2.1;2.3.3;2.3.2,2.3.1,2.3.1
40720,2.5.1.151,1.8.4,2.1.1;2.5.1;4.4.1;2.7.7,2.5.1.18,2.1.1,2.1.1;2.5.1;2.3.1;2.7.8;1.8.4,2.1.1,2.1.1
41945,2.7.2.17,2.7.4,4.1.3;2.8.3;7.2.4;2.6.1,2.7.2.8,2.7.3;2.7.1,2.7.2;2.7.4;2.7.1;6.3.1;2.7.7,2.7.2,2.7.2
41949,1.2.1.103,1.2.1,2.3.1;2.3.2;2.3.3;3.1.2,1.2.1.38,1.14.13;1.1.1,1.2.1;1.1.1;1.17.1;2.5.1;1.3.1,1.2.1,1.2.1
41953,2.6.1.118,2.6.1,2.6.1;4.1.3;2.2.1;2.1.3,2.6.1.13|2.6.1.81;2.6.1.48;2.6.1.11,2.6.1,2.6.1;4.1.1;5.4.3;1.4.1;2.3.1,2.6.1,2.6.1
42213,3.1.1.111,3.1.1,3.1.1;3.1.2;3.13.1;3.5.5,3.1.1.32;4.1.1.65,3.1.1,3.1.1;4.2.1;2.7.1;3.2.1;3.8.1,3.1.1,3.1.1
42269,2.3.1.300,2.3.1,2.3.1;3.1.2;2.3.2;3.13.1,2.3.1.199;2.3.1.206;2.3.1.240;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1.94;2.3.1.246;2.3.1.194;1.3.1.-|2.3.1.170|2.3.1.74,2.3.1,2.3.1;4.1.1;1.2.7;1.2.1;3.1.2,2.3.1,2.3.1
42273,2.3.1.300,2.3.1,2.3.1;2.3.2;3.1.2;3.13.1,2.3.1.156;2.3.1.206;2.3.1.199;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.94;2.3.1.194;2.3.1.240;2.3.1.246;1.3.1.-|2.3.1.170|2.3.1.74,2.3.1,2.3.1;4.1.1;1.2.7;1.2.3;3.1.2,2.3.1,2.3.1
42277,2.3.1.300,2.3.1,3.1.2;2.3.1;3.13.1;2.3.2,2.3.1.206;2.3.1.240;2.3.1.199;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.156;2.3.1.94;2.3.1.194;2.3.1.246;1.3.1.-|2.3.1.170|2.3.1.74,2.3.1,2.3.1;4.1.1;1.2.7;6.2.1;3.1.2,2.3.1,2.3.1
42409,2.7.2.16,2.7.1,2.8.2;2.4.2;2.7.1;2.7.4,2.7.1.31;2.7.1.219;2.7.1.220;2.7.1.189;2.7.1.13|2.7.1.178|2.7.1.45;2.7.1.178|2.7.1.58;2.7.1.210;2.7.1.11|2.7.1.56,2.7.1,2.7.1;2.7.4;2.7.8;5.4.2;2.7.12,2.7.1,2.7.1
42413,6.5.1.9,2.7.7,2.5.1;3.13.1;3.1.2;3.1.7,2.7.4.21|2.7.4.24;2.7.4.24;6.3.4.22;4.1.1.33;4.1.1.99;6.4.1.7;2.7.4.23;6.3.2.6,2.7.2;2.7.4;2.7.1,2.7.7;2.7.1;2.7.4;2.7.6;2.7.9,2.7.4,2.7.4
42441,1.4.1.29,,2.3.1;7.2.4;3.7.1;4.1.3,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.4.1.21,1.1.1,1.4.1;1.5.1;1.2.1;1.16.1;4.3.1,1.1.1,1.1.1
42489,2.3.1.320,2.3.1,2.3.1;2.3.2;3.1.2;2.7.7,2.3.1.199;2.3.1.166;2.3.1.-|2.3.1.214;2.3.1.172;2.3.1.162;2.3.1.171;2.3.1.116;2.3.1.137|2.3.1.7;2.3.1.140;4.4.1.26;2.3.1.151|2.3.1.177|2.3.1.220;2.3.1.39;2.3.1.115;2.3.1.21,2.3.1,2.3.1;3.1.2;6.2.1;2.3.3;2.3.2,2.3.1,2.3.1
42493,1.14.14.193,,1.14.14;1.3.7;1.17.7;1.14.15,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.19.56;1.14.14.15;1.14.14.30;1.14.14.33;1.14.99.46;1.14.14.12;1.14.14.22;1.14.14.21,1.14.14,1.14.14;1.14.19;1.19.6;1.5.1;1.14.99,1.14.14,1.14.14
42717,2.9.1.3,2.5.1,2.5.1;2.8.1;4.4.1;3.1.7,4.2.3.113;4.2.3|4.2.3.-|4.2.3.106;4.2.3.114;4.2.3.107;4.2.3.119;4.2.3.121;4.2.3.20;4.2.3.16;4.2.3.108|4.2.3.111;4.2.3.112;4.2.3.115;4.2.3.15;4.2.3.110;4.2.3.71;4.2.3.120;4.2.3.55;4.2.3.59;4.2.3.40;4.2.3.187;4.2.3.174;4.2.3.116;4.2.3.11;4.2.3.10;4.2.3.-|4.2.3.104;4.2.3.26,2.5.1,2.5.1;2.8.1;3.1.7;3.6.1;2.7.6,2.5.1,2.5.1
43637,2.3.1.286,1.2.1,2.3.1;3.7.1;2.3.2;4.1.3,2.4.2|3.2.2.5|3.2.2.6|3.5.1.-;2.7.1.160;2.4.2.31;2.4.2.36;2.4.2.37,2.7.1;2.4.2,2.3.1;2.3.2;3.5.1;3.2.2;3.5.4,2.4.2,2.4.2
43641,2.3.1.301,2.3.1,2.3.1;3.1.2;2.3.2;3.13.1,2.3.1.206;2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.156;2.3.1.94;2.3.1.194;2.3.1.239;1.3.1.-|2.3.1.170|2.3.1.74,2.3.1,2.3.1;4.1.1;1.2.7;1.2.3;6.2.1,2.3.1,2.3.1
43765,6.2.1.7,6.2.1,6.2.1;2.7.7;6.3.1;2.3.1,6.2.1.7;6.2.1.36;6.2.1.48;6.2.1.14;6.2.1.26;6.2.1.15;6.2.1.16;6.2.1.2|6.2.1.30,6.2.1,6.2.1;1.2.1;3.1.2;2.8.3;2.7.4,6.2.1,6.2.1
44061,2.3.1.288,2.3.1,2.3.1;2.5.1;2.1.1;4.4.1,1.2.1.84;2.3.1.225,2.3.1,2.3.1;6.2.1;3.1.2;2.3.3;2.8.3,2.3.1,2.3.1
44141,1.2.8.1,,6.1.1;6.3.4;6.3.1;6.3.5,1.2.7.1;1.14.14.3;1.14.14.28;1.14.14.13;1.2.1.51;1.2.7.7;1.2.7.3;1.2.7.8;1.14.19.56;1.14.14.15;4.1.1.1|4.1.1.7|4.1.1.74|4.1.1.82,2.3.1,1.14.14;2.3.3;2.3.1;3.1.2;1.5.1,1.14.14,1.14.14
44181,1.3.8.5,1.3.8,2.7.14;1.5.8;1.5.7;2.7.13,1.14.19.56;1.14.14.15;1.1.1.34|1.1.1.88;2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.94;2.3.1.239;1.3.1.-|2.3.1.170|2.3.1.74,1.3.8,1.3.8;1.14.14;1.5.1;1.5.8;2.5.1,1.3.8,1.3.8
44649,3.1.1.118,3.1.1,3.1.1;3.7.1;3.1.2;3.5.5,3.1.3.4;2.3.1.51;3.1.1.32,3.1.1,3.1.1;3.2.1;2.3.1;2.7.8;3.1.4,3.1.1,3.1.1
44769,4.1.1.130,4.1.1,4.1.1;3.7.1;7.2.4;1.13.12,4.1.1.98;4.1.1.59;4.1.1.63;1.13|1.13.12.19;1.14.13.114;4.1.1.61;1.10.3.15;2.3.1.151;1.13.12.17;1.3.1.-|2.3.1.170|2.3.1.74,4.1.1,4.1.1;1.13.11;1.2.3;1.17.98;3.1.1,4.1.1,4.1.1
45233,1.3.1.34,1.3.1,4.99.1;7.2.1;4.98.1;2.1.1,1.3.1.34;2.3.1.165;2.3.1.236;2.3.1.237;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.239,1.3.1,1.3.1;5.3.3;1.16.1;1.1.1;1.17.1,1.3.1,1.3.1
45701,1.14.13.251,1.14.13,1.14.19;1.14.14;1.14.13;4.1.99,1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.14.12,1.14.13;1.6.3;1.14.19;1.17.1;1.18.1,1.14.13,1.14.13
45717,3.1.2.33,3.1.2,3.1.2;3.13.1;3.1.1;2.3.2,2.3.3.5;1.13.11.80;4.4.1.26;2.3.1.164;6.3.2.50;2.3.1.228;2.3.3.9|4.1.3.2;2.3.1.109;2.3.1.13|2.3.1.192,2.3.1,3.1.2;1.2.1;6.2.1;2.3.3;2.3.1,3.1.2,3.1.2
45757,1.5.3.10,1.14.16,1.3.3;1.2.3;1.13.12;1.1.3,1.4.3.3;1.4.3.2;1.1.3.15;1.2.3.1,2.1.2,2.1.2;2.1.1;1.5.3;1.5.1;1.4.3,2.1.2,2.1.2
45821,2.8.3.26,2.8.3,2.8.3;2.8.2;2.7.8;2.7.2,2.8.3.5;2.8.3.18;2.8.3.-|2.8.3.20|2.8.3.22|2.8.3.7;6.2.1.5,,2.8.3;2.3.1;2.7.4;5.4.99;4.2.1,2.8.3,2.8.3
45913,1.3.1.124,1.3.1,5.5.1;5.4.99;4.99.1;2.1.1,2.3.1.165;2.3.1.237;2.3.1.236;2.3.1.94;1.3.1.-|2.3.1.170|2.3.1.74;1.3.1.34;1.3.1.93,1.3.1,1.3.1;5.3.3;1.3.99;1.1.1;2.5.1,1.3.1,1.3.1
46001,2.5.1.153,2.5.1,2.5.1;2.7.7;2.7.8;2.1.1,2.5.1.153|3.1.7.9;4.2.3.36;3.1.7.12;4.2.3.-|4.2.3.131;4.2.3.44;4.2.3.35;4.2.3.195;4.2.3.167;4.2.3.178;4.2.3.31;4.2.3.132;4.2.3.159;4.2.3.17;4.2.3.187;4.2.3.174;4.2.3.145;4.2.3.138;4.2.3.149;4.2.3.6;4.2.3.78;4.2.3.80;4.2.3.180;4.2.3.85;4.2.3.169;4.2.3.146;4.2.3.103;2.5.1.103|2.5.1.96;4.2.3.8;4.2.3.81;4.2.3.54;4.2.3.61;4.2.3.79;4.2.3.9;4.2.3.-|4.2.3.104;4.2.3.38;4.2.3.33;4.2.3|4.2.3.-|4.2.3.56;4.2.3.-|4.2.3.162;4.2.3.183;4.2.3.45;4.2.3.55;4.2.3.71;4.2.3.22;4.2.3.161;4.2.3.158;4.2.3.185;4.2.3.19,2.5.1,2.5.1;4.2.3;3.6.1;3.1.7;3.5.4,2.5.1,2.5.1
46309,1.14.14.19,1.14.14,1.14.14;1.14.19;1.14.15;1.14.13,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.30;1.14.14.12;1.14.14.155;1.14.14.108;1.14.99.46;1.14.14.33;1.14.14.22;1.14.14.35;1.14.14.21,1.14.14,1.14.14;1.14.19;1.14.99;1.17.7;1.19.6,1.14.14,1.14.14
47045,2.3.1.317,2.8.3,2.8.3;2.7.2;7.2.4;4.1.3,2.3.1.247;2.8.3.5;2.8.3.8;2.8.3.9;1.2.7.11;2.3.1.165;2.3.3.20;2.3.1.236;2.3.1.237;2.8.3.1|2.8.3.12|2.8.3.18;2.3.1.62;2.3.1.23;2.3.1.20,,2.3.1;4.1.3;2.6.1;2.7.4;2.8.3,2.8.3,2.8.3
47129,6.2.1.7,6.2.1,6.3.1;6.2.1;2.7.7;6.3.2,6.2.1.7;6.2.1.36;6.2.1.48;6.2.1.14;6.2.1.26;6.2.1.15;6.2.1.16;6.2.1.2|6.2.1.30,6.2.1,6.2.1;1.2.1;3.1.2;2.8.3;2.7.4,6.2.1,6.2.1
47137,6.2.1.7,6.2.1,6.2.1;2.7.7;6.3.1;2.3.2,6.2.1.7;6.2.1.36;6.2.1.48;6.2.1.14;6.2.1.26;6.2.1.15;6.2.1.16;6.2.1.2|6.2.1.30,6.2.1,6.2.1;1.2.1;3.1.2;2.8.3;2.7.4,6.2.1,6.2.1
47621,1.14.11.77,1.14.11,1.14.11;1.13.12;1.14.20;2.1.3,1.13|1.13.12.19;1.14.11.17;1.14.11.25;1.14.11.52;1.14.11.49;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.20.4;1.14.11.34|1.14.20.7;1.14.11.4;1.14.11.2;1.14.11.7;1.14.11.16;1.14.11.42;1.14.11.47,1.14.11,1.14.11;4.1.1;3.1.6;1.14.20;1.13.11,1.14.11,1.14.11
48129,3.6.1.68,3.6.1,3.1.3;3.1.7;3.1.4;2.5.1,4.2.1.-|4.2.1.136;6.3.4.6;6.3.1.10;6.4.1.8;6.3.4.16|6.3.5.5,3.6.1;4.2.3,3.6.1;2.7.9;3.1.7;3.6.5;2.5.1,3.6.1,3.6.1
48637,4.2.1.152,4.2.1,4.2.1;1.2.3;1.1.3;3.5.5,1.13.11.12|1.13.11.33;5.4.4.7;1.1.1.232;4.2.1.152;1.1.1.196;1.1.1.141;1.14.19.30;1.14.19.35;1.14.19.47;1.14.19.12;1.14.19.25;1.14.19.4;1.14.19.31;1.14.19.33;5.3.99.2|5.3.99.3|5.3.99.4,1.13.11;4.2.1,4.2.1;1.13.11;5.4.4;1.14.99;3.2.1,4.2.1,4.2.1
48685,3.5.1.130,3.5.1,3.5.1;3.4.19;3.1.1;3.4.17,6.3.2.7;6.3.2.13;6.3.2.2,3.5.1,3.5.2;3.5.1;2.6.1;1.13.12;5.4.3,3.5.1,3.5.1
50237,1.14.14.19,1.14.14,1.14.14;1.17.7;1.14.19;1.14.15,1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.30;1.14.14.12;1.14.14.155;1.14.14.108;1.14.14.33;1.14.99.46;1.14.14.22;1.14.14.35;1.14.14.21,1.14.14,1.14.14;1.14.19;1.14.99;1.17.7;1.19.6,1.14.14,1.14.14
50305,1.14.14.16,1.14.14,1.14.14;1.17.7;1.19.6;1.3.7,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.19.56;1.14.14.15;1.14.14.30;1.14.14.12;1.14.99.46;1.14.14.108;1.14.14.155;1.14.14.35;1.14.14.33;1.14.14.22;1.14.14.21,1.14.14,1.14.14;1.14.19;1.5.1;1.19.6;1.14.99,1.14.14,1.14.14
50309,1.14.14.16,1.14.14,1.14.14;1.14.19;1.14.15;1.17.7,1.14.14.5;1.14.14.3;1.14.14.28;1.14.14.13;1.14.19.56;1.14.14.15;1.14.14.30;1.14.14.12;1.14.99.46;1.14.14.108;1.14.14.155;1.14.14.35;1.14.14.33;1.14.14.22;1.14.14.21,1.14.14,1.14.14;1.14.19;1.5.1;1.14.99;1.19.6,1.14.14,1.14.14
50337,1.14.14.177,1.14.14,1.14.14;1.14.19;1.14.15;1.3.7,1.14.14.3;1.14.14.28;1.14.14.13;1.14.14.15;1.14.19.56;1.14.14.5;1.14.14.30;1.14.14.12;1.14.14.35;1.14.14.33;1.14.14.155;1.14.14.108;1.14.99.46;1.14.14.22;1.14.14.21,1.14.14,1.14.14;1.14.19;1.17.7;1.19.6;1.5.1,1.14.14,1.14.14
51429,2.3.1.280,2.3.1,2.3.1;2.3.2;3.1.2;6.2.1,2.3.1.178;2.3.1.264;2.3.1.87;2.3.1.57|2.6.1.29;2.3.1.57;2.3.1.36;2.3.1.80;2.3.1|2.3.1.82;2.3.1.5,2.3.1,2.3.1;6.2.1;3.1.2;2.3.3;1.2.1,2.3.1,2.3.1
51505,2.4.1.360,2.4.1,2.7.8;2.4.3;2.8.2;2.4.2,2.4.1.170;2.4.1.91;2.4.1.237;2.4.1.239;2.4.1.309;2.4.1.293;2.4.1.358;2.4.1.46;2.4.1.336;2.4.1.337;2.4.1.297;2.4.1.298;2.4.1.315;2.4.1.241;2.4.1.249;2.4.1.122;2.4.1.86;2.4.1.38;2.4.1.128;2.4.1.-|2.4.1.286;2.4.1.118;2.4.1.114|2.4.1.35;2.4.1.80;2.4.1.47;2.4.1.87,2.4.1,2.4.1;2.4.2;2.7.8;2.7.1;2.7.4,2.4.1,2.4.1
51589,1.1.1.416,1.3.1,2.3.1;7.2.4;3.7.1;1.3.1,1.6.5.4;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.14.12.17,1.1.1,1.1.1;1.2.1;1.17.1;1.4.1;1.12.1,1.1.1,1.1.1
51637,1.97.1.14,1.3.5,2.10.1;1.4.5;1.8.4;1.8.5,1.97.1.9;1.8.5.6;1.8.5.5;1.7.5.1;1.17.5.3;1.3.5.1|1.3.5.4;1.4.5.1;1.2.5.2;1.3.5.6;1.14.18.3;1.2.5.3;1.1.5.11;1.1.5.9;3.1.6.1,7.1.1,1.8.5;1.3.5;1.1.5;1.2.5;1.4.5,1.8.5,1.8.5
52321,1.14.14.186,1.14.14,1.14.14;1.14.19;1.14.15;1.14.13,1.14.14.3;1.14.14.5;1.14.14.28;1.14.14.13;1.14.14.35;1.14.19.56;1.14.14.15;1.14.14.12;1.14.14.21;1.14.14.30;1.14.14.22;1.14.19.58;1.14.99.46,1.14.14,1.14.14;1.14.19;1.14.99;1.19.6;1.14.13,1.14.14,1.14.14
52541,2.4.2.2,2.4.2,2.7.7;2.4.2;2.4.1;2.3.1,2.4.2.57;2.4.2.-|2.4.2.1,2.4.2,2.4.2;2.7.8;3.2.2;2.7.7;3.1.3,2.4.2,2.4.2
52613,1.3.99.41,1.3.8,1.5.7;2.7.14;1.5.8;2.7.13,1.14.19.56;1.14.14.15;1.1.1.34|1.1.1.88;1.5.1.30|1.5.1.45;1.5.1.37|1.5.1.45;2.3.1.94;1.3.8.2|1.3.8.o;2.3.1.165;2.3.1.237;2.3.1.236;1.3.1.-|2.3.1.170|2.3.1.74;2.3.1.239,1.3.8,1.3.8;1.14.14;1.5.8;1.5.1;1.19.6,1.3.8,1.3.8
52625,6.3.2.60,6.3.2,2.3.2;2.3.1;3.1.2;2.3.3,6.3.2.32;6.3.2.41|6.3.2.42;6.3.2.34;6.3.2.13;6.3.2.7,6.3.2,6.3.2;6.3.1;3.5.2;6.3.4;3.5.1,6.3.2,6.3.2
52633,2.7.2.19,2.7.1,2.3.1;2.3.3;2.3.2;2.8.3,2.7.2.11,2.7.1,2.7.2;2.7.4;2.7.1;6.3.1;2.7.7,2.7.1,2.7.1
52669,1.2.1.106,1.2.1,2.3.1;2.3.2;2.3.3;2.7.8,1.2.1.38,1.14.13;1.5.1;1.1.1,1.2.1;1.1.1;1.17.1;2.5.1;1.3.1,1.2.1,1.2.1
52673,2.6.1.124,2.6.1,2.6.1;4.1.1;2.1.3;2.2.1,2.6.1.13|2.6.1.81;2.6.1.11,2.6.1,2.6.1;4.1.1;5.4.3;1.4.1;2.3.1,2.6.1,2.6.1
52677,3.5.1.132,3.5.3,3.5.1;3.4.19;3.4.17;3.4.13,6.3.2.7;6.3.2.13;6.3.2.2,3.5.1,3.5.2;3.5.1;2.6.1;1.13.12;5.4.3,3.5.1,6.3.2
52681,2.3.1.331,,2.3.1;2.3.2;3.1.2;2.3.3,2.3.1.53;2.3.1.17;2.3.1.33;2.3.1.271;2.3.1.1|2.3.1.183|6.3.4.16,2.3.1,2.3.1;3.1.2;2.3.3;6.2.1;2.3.2,2.3.1,2.3.1
52825,1.14.13.105,1.14.13,1.14.19;1.14.14;1.14.13;1.14.15,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.14.13;1.1.1,1.14.13;1.1.1;1.6.3;1.14.19;3.1.1,1.14.13,1.14.13
52829,1.14.13.105,1.14.13,1.14.13;1.14.19;1.14.14;1.14.15,1.14.13.105;1.14.13.225|1.6.3.1;1.6.3.2;1.11.1.6|1.14.13.225|1.3.1.95|1.6.3.1|1.6.3.3|1.6.99.3,1.14.13;1.3.1;1.1.1,1.14.13;1.1.1;1.14.19;1.6.3;1.4.1,1.14.13,1.14.13
53409,1.14.13.105,1.14.13,1.14.13;1.14.14;1.14.19;4.1.99,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.225;1.1.1.170;1.6.5.4,1.14.13;1.1.1,1.14.13;1.14.99;1.14.19;1.6.3;1.1.1,1.14.13,1.14.13
53413,1.14.13.105,1.14.13,1.14.13;1.14.19;1.14.14;4.1.99,1.6.3.2;1.1.1|1.14.13.7|1.3.98.1|1.6.3.2|1.6.3.4|1.6.99.3;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.14.13.225;1.1.1.170;1.6.5.4,1.14.13;1.1.1,1.14.13;1.14.99;1.14.19;1.1.1;1.6.3,1.14.13,1.14.13
53777,1.13.11.91,1.13.11,1.13.12;1.13.11;1.2.3;1.13.99,1.13.11.19;1.13.11.20;1.13.11.55;1.13.11.18;1.15.1.1,,1.13.11;2.3.1;3.13.1;1.14.99;1.8.4,1.13.11,1.13.11
53829,1.14.11.80,1.14.11,1.13.99;1.13.12;1.2.3;1.13.11,1.13|1.13.12.19;1.14.11.49;1.14.11.58;1.14.11.9;1.14.20.6;1.14.11.22|1.14.20.5;1.14.11.17;1.14.20.4;1.14.11.2;1.14.11.7;1.14.11.4;1.14.11.42;1.14.11.16;1.14.11.29;1.14.11.47,1.14.11,1.14.11;1.14.20;1.2.3;1.4.3;1.13.12,1.14.11,1.14.11
53833,1.14.11.80,1.14.11,1.14.11;1.13.99;1.14.20;1.13.11,1.13|1.13.12.19;1.14.11.25;1.14.11.17;1.14.11.52;1.14.11.58;1.14.11.9;1.14.11.22|1.14.20.5;1.14.20.6;1.14.20.4;1.14.11.59|1.14.20.2;1.14.11.31;1.14.11.48;1.14.11.60;1.14.11.2;1.14.11.4;1.14.11.7;1.14.11.16,1.14.11,4.1.1;1.14.11;1.2.3;1.13.11;1.14.20,1.14.11,1.14.11
53837,2.3.1.191,2.3.1,2.3.2;2.3.1;3.1.2;2.5.1,2.3.1.201;2.3.1.-|2.3.1.203;2.3.1.-|2.3.1.202;2.3.1.227;2.3.1.197;2.3.1.-|2.3.1.210;2.3.1.209;2.3.1.157|2.3.1.4,2.3.1,2.3.1;3.1.2;2.3.2;3.5.1;6.2.1,2.3.1,2.3.1
54257,1.14.11.79,1.14.11,1.14.11;1.14.20;1.13.12;1.13.99,1.14.11.39;1.13|1.13.12.19;1.14.11.18;1.14.11.40;1.14.11.-|1.14.11.55;1.14.11.41;1.14.11.45;1.14.11|1.14.11.2|1.14.11.57;1.14.11.56;1.14.11.28;1.14.11.21;1.14.11.-|1.14.11.35;1.14.11.8;1.14.11.1;1.14.11.11;1.14.11.20;1.14.11.24;1.14.11.25;1.14.11.15;1.14.11.46;1.14.11.13;1.14.11.52;1.14.11.58;1.14.11.9,1.14.11,1.14.11;2.6.1;1.14.20;1.14.99;1.13.12,1.14.11,1.14.11
54413,1.3.1.3,1.3.1,2.3.1;2.4.2;2.4.1;7.2.4,1.3.1.22;1.1.1|1.3.1.22|1.3.1.3|1.3.99.5;1.1.1.213|1.1.1.357|1.1.1.50;1.1.1.270;1.1.1.170;1.6.3.2;1.11.1.1|1.11.1.2;1.12.1.3|1.12.1.5;1.1.1.201;1.1.1.146;1.3.1.114;1.6.5.4;1.1.1.413;1.2.1.70,1.3.1,1.3.1;1.3.99;1.1.1;1.17.1;1.12.1,1.3.1,1.3.1
54421,3.1.4.59,3.2.2,2.4.2;2.7.8;2.8.2;2.4.1,2.7.7.85;3.1.4.52;6.3.5.11;6.3.5.9;6.3.5.10;6.3.2.14;3.1.4.17|3.1.4.35|3.1.4.53|3.6.1.1,,3.1.4;3.6.1;2.7.8;3.1.7;3.1.3,3.1.4,3.1.4
54877,1.14.13.105,5.5.1,3.7.1;4.2.1;3.13.1;3.2.1,1.14.13.105;6.3.5.9;6.3.5.11;6.3.5.10;1.14.13.39;1.6.5.4;5.1.1.11;1.1.1.34|1.1.1.88,3.1.1,3.1.1;3.7.1;4.1.2;4.1.1;2.5.1,3.1.1,3.1.1
54881,1.14.13.105,5.5.1,3.7.1;4.2.1;3.13.1;2.3.1,1.14.13.105;6.3.5.9;6.3.5.11;6.3.5.10;1.14.13.39;1.6.5.4;5.1.1.11;1.1.1.34|1.1.1.88,3.1.1,3.1.1;3.7.1;4.1.2;4.1.1;4.1.3,3.1.1,3.1.1
